"Period","Event Type","Name","Start (mm:ss)","Event Time (mm:ss)","Stop (mm:ss)","Start (ms)","Stop (ms)","Players","Teams","Tags","X Start","Y Start","X End","Y End","","","","","","","","","","",""
"1","Pass","Pass 232","43:02","43:08","43:12","2582327","2592327","#10 Talvitie E.","","Outcome: Pass | New subcategory 2: success","0.543","0.311","0.453","0.215","","","","","","","","","","",""
"1","Pass","Pass 233","43:04","43:10","43:14","2584447","2594447","#9 Pinomaa A.","","Outcome: Pass | New subcategory 2: success","0.519","0.178","0.647","0.119","","","","","","","","","","",""
"1","Pass","Pass 234","43:07","43:13","43:17","2587687","2597687","#6 Marshall P.","","Outcome: Pass | New subcategory 2: success","0.604","0.185","0.737","0.356","","","","","","","","","","",""
"1","Pass","Pass 235","43:09","43:15","43:19","2589827","2599827","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.765","0.356","0.685","0.630","","","","","","","","","","",""
"1","Pass","Pass 236","43:16","43:22","43:26","2596167","2606167","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.600","0.763","0.438","0.785","","","","","","","","","","",""
"1","Pass","Pass 237","43:20","43:26","43:30","2600227","2610227","#29 Haapalainen R.","","Outcome: Through pass | New subcategory 2: failed","0.396","0.904","0.040","0.889","","","","","","","","","","",""
"1","Aerial","Aerial 019","43:51","43:57","44:01","2631387","2641387","#4 Paappanen E.","","New subcategory 1: Defensive | New subcategory 2: Success","0.604","0.681","","","","","","","","","","","","",""
"1","P/A","P/A 036","43:47","43:57","44:07","2627627","2647627","","","Outcome: Failure | : goal kick","0.059","0.541","0.600","0.556","","","","","","","","","","",""
"1","Dribble","Dribble 017","43:58","44:04","44:08","2638427","2648427","#6 Marshall P.","","New subcategory 1: Defensive | New subcategory 3: Failure","0.547","0.059","0.585","0.067","","","","","","","","","","",""
"1","P/A","P/A 037","43:52","44:02","44:12","2632667","2652667","","","Outcome: Success | : pass","0.396","0.163","0.595","0.067","","","","","","","","","","",""
"1","P/A","P/A 038","44:10","44:20","44:30","2650887","2670887","","","Outcome: Success | : pass","0.628","0.422","0.737","0.837","","","","","","","","","","",""
"1","extraction ","extraction  054","44:15","44:25","44:35","2655767","2675767","#30 Lehtinen Lassi","","Outcome: interception","0.912","0.422","","","","","","","","","","","","",""
"1","P/A","P/A 039","44:15","44:25","44:35","2655887","2675887","","","Outcome: Failure | : cross","0.818","0.911","0.927","0.489","","","","","","","","","","",""
"1","Pass","Pass 238","44:31","44:37","44:41","2671507","2681507","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.874","0.407","0.813","0.726","","","","","","","","","","",""
"1","Pass","Pass 239","44:33","44:39","44:43","2673747","2683747","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.784","0.770","0.666","0.933","","","","","","","","","","",""
"1","Pass","Pass 240","44:36","44:42","44:46","2676287","2686287","#15 laine S.","","Outcome: Pass | New subcategory 2: success","0.642","0.948","0.756","0.822","","","","","","","","","","",""
"1","Pass","Pass 241","44:41","44:47","44:51","2681147","2691147","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.704","0.741","0.637","0.333","","","","","","","","","","",""
"1","Progressive run","Progressive run 005","44:42","44:52","45:02","2682127","2702127","#4 Paappanen E.","","","0.623","0.296","0.457","0.222","","","","","","","","","","",""
"1","Pass","Pass 242","44:47","44:53","44:57","2687507","2697507","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: failed","0.457","0.230","0.320","0.519","","","","","","","","","","",""
"1","Ground","Ground 012","44:47","44:53","44:57","2687967","2697967","#9 Pinomaa A.","","New subcategory 1: Offensive | New subcategory 2: Failure","0.325","0.526","","","","","","","","","","","","",""
"1","extraction ","extraction  055","44:46","44:56","45:06","2686247","2706247","#4 Paappanen E.","","Outcome: recovery","0.600","0.230","","","","","","","","","","","","",""
"1","Pass","Pass 243","44:57","45:03","45:07","2697067","2707067","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.609","0.222","0.704","0.356","","","","","","","","","","",""
"1","Pass","Pass 244","44:59","45:05","45:09","2699047","2709047","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.713","0.385","0.642","0.681","","","","","","","","","","",""
"1","Pass","Pass 245","45:06","45:12","45:16","2706667","2716667","#40 Puhakainen L.","","Outcome: Through pass | New subcategory 2: success","0.571","0.770","0.235","0.163","","","","","","","","","","",""
"1","Dribble","Dribble 018","45:08","45:14","45:18","2708867","2718867","#20 Ojakangas E.","","New subcategory 1: Offensive | New subcategory 3: Failure","0.149","0.126","0.116","0.170","","","","","","","","","","",""
"1","Aerial","Aerial 020","45:21","45:27","45:31","2721607","2731607","#4 Paappanen E.","","New subcategory 1: Defensive | New subcategory 2: Success","0.557","0.259","","","","","","","","","","","","",""
"1","Aerial","Aerial 021","45:31","45:37","45:41","2731787","2741787","#4 Paappanen E.","","New subcategory 1: Defensive | New subcategory 2: Success","0.538","0.037","","","","","","","","","","","","",""
"1","counter pressing","counter pressing 011","45:33","45:43","45:53","2733307","2753307","#10 Talvitie E.","","New subcategory 1: success","0.249","0.259","","","","","","","","","","","","",""
"1","Pass","Pass 246","45:39","45:45","45:49","2739647","2749647","#10 Talvitie E.","","Outcome: Through pass | New subcategory 2: success","0.206","0.304","0.059","0.267","","","","","","","","","","",""
"1","Pass","Pass 247","45:41","45:47","45:51","2741887","2751887","#9 Pinomaa A.","","Outcome: Cross | New subcategory 2: success","0.040","0.274","0.097","0.511","","","","","","","","","","",""
"1","Dribble","Dribble 019","45:40","45:46","45:50","2740147","2750147","#29 Haapalainen R.","","New subcategory 1: Offensive | New subcategory 3: Success","0.116","0.533","0.102","0.467","","","","","","","","","","",""
"1","Shot","Shot 014","45:39","45:46","45:51","2739727","2751727","#29 Haapalainen R.","","New subcategory 1: on target  | New subcategory 2: open ","0.130","0.444","0.007","0.533","","","","","","","","","","",""
"1","P/A","P/A 040","45:44","45:54","46:04","2744307","2764307","","","Outcome: Failure | : pass","0.111","0.659","0.661","0.585","","","","","","","","","","",""
"1","extraction ","extraction  056","45:44","45:54","46:04","2744667","2764667","#40 Puhakainen L.","","Outcome: interception","0.571","0.615","","","","","","","","","","","","",""
"1","extraction ","extraction  057","45:48","45:58","46:08","2748687","2768687","#29 Haapalainen R.","","Outcome: interception","0.334","0.837","","","","","","","","","","","","",""
"1","Ground","Ground 013","45:53","45:59","46:03","2753047","2763047","#29 Haapalainen R.","","New subcategory 1: Offensive | New subcategory 2: Success","0.339","0.852","","","","","","","","","","","","",""
"1","Pass","Pass 248","45:53","45:59","46:03","2753587","2763587","#29 Haapalainen R.","","Outcome: Pass | New subcategory 2: success","0.310","0.800","0.358","0.933","","","","","","","","","","",""
"1","Pass","Pass 249","46:40","46:46","46:50","2800907","2810907","#10 Talvitie E.","","Outcome: Free kick | New subcategory 2: failed","0.320","0.889","0.050","0.452","","","","","","","","","","",""
"2","Substitution","PlayersSubstitution","61:27","61:27","61:27","3687333","3687333","","EPS","","","","","","","","","","","","","","","",""
"2","Substitution","PositionChange","61:31","61:31","61:31","3691393","3691393","","EPS","","","","","","","","","","","","","","","",""
"2","pressing","pressing 055","61:54","62:04","62:14","3714013","3734013","#9 Pinomaa A.","","","0.500","0.296","0.467","0.326","","","","","","","","","","",""
"2","pressing","pressing 056","62:02","62:12","62:22","3722013","3742013","#29 Haapalainen R.","","","0.472","0.911","0.434","0.881","","","","","","","","","","",""
"2","extraction ","extraction  058","62:05","62:15","62:25","3725773","3745773","#40 Puhakainen L.","","Outcome: interception","0.472","0.756","","","","","","","","","","","","",""
"2","extraction ","extraction  059","62:09","62:19","62:29","3729053","3749053","#8 O. Adawi","","Outcome: clearance","0.419","0.756","","","","","","","","","","","","",""
"2","extraction ","extraction  060","62:13","62:23","62:33","3733273","3753273","#30 Lehtinen Lassi","","Outcome: recovery","0.765","0.711","","","","","","","","","","","","",""
"2","Pass","Pass 250","62:34","62:40","62:44","3754073","3764073","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.865","0.681","0.647","0.911","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 020","62:36","62:42","62:46","3756413","3766413","#19 Gebala M.","","","0.666","0.948","","","","","","","","","","","","",""
"2","P/A","P/A 041","62:47","62:57","63:07","3767553","3787553","","","Outcome: Success | : throw-in","0.751","0.985","0.841","0.815","","","","","","","","","","",""
"2","counter pressing","counter pressing 012","62:53","63:03","63:13","3773393","3793393","#10 Talvitie E.","","New subcategory 1: success","0.751","0.889","","","","","","","","","","","","",""
"2","Pass","Pass 251","63:03","63:09","63:13","3783333","3793333","#10 Talvitie E.","","Outcome: Pass | New subcategory 2: failed","0.727","0.807","0.306","0.911","","","","","","","","","","",""
"2","pressing","pressing 057","63:15","63:25","63:35","3795813","3815813","#9 Pinomaa A.","","","0.273","0.793","0.220","0.741","","","","","","","","","","",""
"2","Ground","Ground 014","63:31","63:37","63:41","3811473","3821473","#15 laine S.","","New subcategory 1: Defensive | New subcategory 2: Success","0.524","0.037","","","","","","","","","","","","",""
"2","Pass","Pass 252","63:32","63:38","63:42","3812553","3822553","#15 laine S.","","Outcome: Throw-in | New subcategory 2: success","0.524","0.007","0.604","0.104","","","","","","","","","","",""
"2","Pass","Pass 253","63:35","63:41","63:45","3815593","3825593","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.609","0.119","0.751","0.304","","","","","","","","","","",""
"2","Pass","Pass 254","63:38","63:44","63:48","3818693","3828693","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.799","0.370","0.727","0.674","","","","","","","","","","",""
"2","Progressive run","Progressive run 006","63:42","63:52","64:02","3822953","3842953","#40 Puhakainen L.","","","0.751","0.733","0.543","0.867","","","","","","","","","","",""
"2","Pass","Pass 255","63:49","63:55","63:59","3829293","3839293","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: failed","0.543","0.837","0.268","0.956","","","","","","","","","","",""
"2","extraction ","extraction  061","63:54","64:04","64:14","3834153","3854153","#15 laine S.","","Outcome: interception","0.382","0.089","","","","","","","","","","","","",""
"2","Pass","Pass 256","63:59","64:05","64:09","3839173","3849173","#15 laine S.","","Outcome: Pass | New subcategory 2: success","0.377","0.067","0.367","0.244","","","","","","","","","","",""
"2","Pass","Pass 257","63:59","64:05","64:09","3839953","3849953","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.415","0.185","0.590","0.133","","","","","","","","","","",""
"2","Pass","Pass 258","64:02","64:08","64:12","3842333","3852333","#4 Paappanen E.","","New subcategory 2: success | Outcome: Pass","0.576","0.170","0.742","0.304","","","","","","","","","","",""
"2","Pass","Pass 259","64:13","64:19","64:23","3853253","3863253","#30 Lehtinen Lassi","","Outcome: progressive  | New subcategory 2: success","0.690","0.311","0.448","0.222","","","","","","","","","","",""
"2","Pass","Pass 260","64:14","64:20","64:24","3854593","3864593","#37 Rajamäki N.","","Outcome: Pass | New subcategory 2: success","0.514","0.193","0.533","0.326","","","","","","","","","","",""
"2","Pass","Pass 261","64:15","64:21","64:25","3855473","3865473","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.533","0.281","0.675","0.170","","","","","","","","","","",""
"2","Pass","Pass 262","64:20","64:26","64:30","3860933","3870933","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: failed","0.652","0.163","0.367","0.111","","","","","","","","","","",""
"2","Pass","Pass 263","64:32","64:38","64:42","3872453","3882453","#15 laine S.","","Outcome: Throw-in | New subcategory 2: success","0.320","0.015","0.235","0.119","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 021","64:36","64:42","64:46","3876773","3886773","#37 Rajamäki N.","","","0.277","0.111","","","","","","","","","","","","",""
"2","Pass","Pass 264","65:24","65:30","65:34","3924253","3934253","#10 Talvitie E.","","Outcome: Free kick | New subcategory 2: failed","0.173","0.044","0.092","0.548","","","","","","","","","","",""
"2","extraction ","extraction  062","65:23","65:33","65:43","3923973","3943973","#8 O. Adawi","","Outcome: recovery","0.367","0.230","","","","","","","","","","","","",""
"2","Pass","Pass 265","65:33","65:39","65:43","3933273","3943273","#8 O. Adawi","","Outcome: Pass | New subcategory 2: failed","0.415","0.111","0.258","0.081","","","","","","","","","","",""
"2","Pass","Pass 266","65:37","65:43","65:47","3937133","3947133","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.424","0.133","0.230","0.081","","","","","","","","","","",""
"2","Pass","Pass 267","65:40","65:46","65:50","3940093","3950093","#15 laine S.","","Outcome: Through pass | New subcategory 2: failed","0.296","0.185","0.102","0.356","","","","","","","","","","",""
"2","pressing","pressing 058","65:43","65:53","66:03","3943733","3963733","#29 Haapalainen R.","","","0.273","0.748","0.296","0.815","","","","","","","","","","",""
"2","P/A","P/A 042","65:47","65:57","66:07","3947673","3967673","","","Outcome: Success | : pass","0.396","0.956","0.690","0.956","","","","","","","","","","",""
"2","Dribble","Dribble 020","65:54","66:00","66:04","3954633","3964633","#19 Gebala M.","","New subcategory 1: Defensive | New subcategory 3: Success","0.709","0.970","0.761","0.963","","","","","","","","","","",""
"2","extraction ","extraction  063","65:52","66:02","66:12","3952553","3972553","#24 Asikainen E.","","Outcome: interception","0.756","0.926","","","","","","","","","","","","",""
"2","Pass","Pass 268","65:59","66:05","66:09","3959373","3969373","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.813","0.859","0.903","0.563","","","","","","","","","","",""
"2","Pass","Pass 269","66:01","66:07","66:11","3961313","3971313","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.917","0.541","0.841","0.067","","","","","","","","","","",""
"2","Pass","Pass 270","66:05","66:11","66:15","3965733","3975733","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: failed","0.799","0.089","0.434","0.089","","","","","","","","","","",""
"2","P/A","P/A 043","66:19","66:29","66:39","3979653","3999653","","","Outcome: Failure | : pass","0.367","0.096","0.931","0.067","","","","","","","","","","",""
"2","Pass","Pass 271","66:40","66:46","66:50","4000873","4010873","#4 Paappanen E.","","Outcome: goal kick | New subcategory 2: success","0.941","0.378","0.964","0.481","","","","","","","","","","",""
"2","Pass","Pass 272","66:44","66:50","66:54","4004513","4014513","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.908","0.504","0.874","0.304","","","","","","","","","","",""
"2","Pass","Pass 273","66:49","66:55","66:59","4009473","4019473","#4 Paappanen E.","","Outcome: progressive  | New subcategory 2: success","0.775","0.304","0.604","0.237","","","","","","","","","","",""
"2","Pass","Pass 274","66:52","66:58","67:02","4012993","4022993","#37 Rajamäki N.","","Outcome: Pass | New subcategory 2: failed","0.571","0.230","0.372","0.259","","","","","","","","","","",""
"2","counter pressing","counter pressing 013","66:52","67:02","67:12","4012413","4032413","#8 O. Adawi","","New subcategory 1: success","0.410","0.259","","","","","","","","","","","","",""
"2","Pass","Pass 275","66:59","67:05","67:09","4019893","4029893","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.462","0.244","0.680","0.304","","","","","","","","","","",""
"2","Pass","Pass 276","67:11","67:17","67:21","4031353","4041353","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: failed","0.737","0.533","0.429","0.978","","","","","","","","","","",""
"2","P/A","P/A 044","67:23","67:33","67:43","4043393","4063393","","","Outcome: Success | : throw-in","0.448","0.993","0.623","0.896","","","","","","","","","","",""
"2","P/A","P/A 045","67:27","67:37","67:47","4047613","4067613","","","Outcome: Success | : through pass","0.704","0.859","0.889","0.911","","","","","","","","","","",""
"2","Ground","Ground 015","67:34","67:40","67:44","4054313","4064313","#4 Paappanen E.","","New subcategory 1: Defensive | New subcategory 2: Success","0.931","0.733","","","","","","","","","","","","",""
"2","P/A","P/A 046","68:01","68:11","68:21","4081613","4101613","","",": corner  | Outcome: Failure","0.988","0.993","0.945","0.511","","","","","","","","","","",""
"2","extraction ","extraction  064","68:01","68:11","68:21","4081873","4101873","#30 Lehtinen Lassi","","Outcome: interception","0.950","0.519","","","","","","","","","","","","",""
"2","Pass","Pass 277","68:07","68:13","68:17","4087353","4097353","#30 Lehtinen Lassi","","Outcome: Through pass | New subcategory 2: success","0.898","0.348","0.770","0.252","","","","","","","","","","",""
"2","Pass","Pass 278","68:10","68:16","68:20","4090993","4100993","#9 Pinomaa A.","","Outcome: Pass | New subcategory 2: success","0.727","0.259","0.818","0.207","","","","","","","","","","",""
"2","Pass","Pass 279","68:14","68:20","68:24","4094293","4104293","#15 laine S.","","Outcome: Pass | New subcategory 2: success","0.803","0.222","0.908","0.341","","","","","","","","","","",""
"2","Pass","Pass 280","68:16","68:22","68:26","4096673","4106673","#30 Lehtinen Lassi","","New subcategory 2: success | Outcome: Pass","0.893","0.430","0.784","0.763","","","","","","","","","","",""
"2","Pass","Pass 281","68:26","68:32","68:36","4106313","4116313","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.690","0.822","0.306","0.933","","","","","","","","","","",""
"2","Ground","Ground 016","68:24","68:30","68:34","4104873","4114873","#9 Pinomaa A.","","New subcategory 1: Offensive | New subcategory 2: Success","0.230","0.889","","","","","","","","","","","","",""
"2","Pass","Pass 282","68:29","68:35","68:39","4109833","4119833","#9 Pinomaa A.","","Outcome: Through pass | New subcategory 2: success","0.258","0.941","0.097","0.941","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 022","68:31","68:37","68:41","4111053","4121053","#29 Haapalainen R.","","","0.111","0.911","","","","","","","","","","","","",""
"2","counter pressing","counter pressing 014","68:38","68:48","68:58","4118113","4138113","#29 Haapalainen R.","","New subcategory 1: success","0.064","0.874","","","","","","","","","","","","",""
"2","extraction ","extraction  065","68:39","68:49","68:59","4119573","4139573","#8 O. Adawi","","Outcome: recovery","0.291","0.778","","","","","","","","","","","","",""
"2","Pass","Pass 283","68:44","68:50","68:54","4124393","4134393","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.273","0.711","0.235","0.370","","","","","","","","","","",""
"2","Pass","Pass 284","68:46","68:52","68:56","4126493","4136493","#37 Rajamäki N.","","Outcome: Through pass | New subcategory 2: success","0.239","0.341","0.083","0.311","","","","","","","","","","",""
"2","Shot","Shot 015","68:46","68:53","68:58","4126413","4138413","#15 laine S.","","New subcategory 1: on target  | New subcategory 2: open ","0.092","0.274","0.000","0.496","","","","","","","","","","",""
"2","Shot","Shot 016","68:50","68:57","69:02","4130553","4142553","#37 Rajamäki N.","","New subcategory 1: goal | New subcategory 2: open ","0.126","0.393","0.000","0.459","","","","","","","","","","",""
"2","Pass","Pass 285","69:59","70:05","70:09","4199373","4209373","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.884","0.370","0.429","0.119","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 023","70:00","70:06","70:10","4200813","4210813","#37 Rajamäki N.","","","0.467","0.104","","","","","","","","","","","","",""
"2","Aerial","Aerial 022","70:00","70:06","70:10","4200813","4210813","#37 Rajamäki N.","","New subcategory 1: Offensive | New subcategory 2: Failure","0.476","0.089","","","","","","","","","","","","",""
"2","counter pressing","counter pressing 015","70:01","70:11","70:21","4201933","4221933","#24 Asikainen E.","","New subcategory 1: failure","0.547","0.459","","","","","","","","","","","","",""
"2","extraction ","extraction  066","70:07","70:17","70:27","4207993","4227993","#15 laine S.","","Outcome: interception","0.690","0.119","","","","","","","","","","","","",""
"2","P/A","P/A 047","70:22","70:32","70:42","4222673","4242673","","","Outcome: Success | : throw-in","0.737","0.015","0.855","0.119","","","","","","","","","","",""
"2","P/A","P/A 048","70:28","70:38","70:48","4228713","4248713","","","Outcome: Success | : pass","0.936","0.081","0.770","0.163","","","","","","","","","","",""
"2","P/A","P/A 049","70:29","70:39","70:49","4229593","4249593","","","Outcome: Success | : pass","0.784","0.141","0.784","0.333","","","","","","","","","","",""
"2","extraction ","extraction  067","70:33","70:43","70:53","4233873","4253873","#8 O. Adawi","","Outcome: interception","0.727","0.341","","","","","","","","","","","","",""
"2","P/A","P/A 050","70:36","70:46","70:56","4236413","4256413","","","Outcome: Success | : pass","0.685","0.252","0.789","0.281","","","","","","","","","","",""
"2","extraction ","extraction  068","70:40","70:50","71:00","4240273","4260273","#8 O. Adawi","","Outcome: interception","0.780","0.274","","","","","","","","","","","","",""
"2","Ground","Ground 017","70:44","70:50","70:54","4244533","4254533","#8 O. Adawi","","New subcategory 1: Defensive | New subcategory 2: Success","0.784","0.274","","","","","","","","","","","","",""
"2","Pass","Pass 286","70:44","70:50","70:54","4244313","4254313","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.775","0.274","0.789","0.119","","","","","","","","","","",""
"2","Pass","Pass 287","70:45","70:51","70:55","4245513","4255513","#15 laine S.","","Outcome: Pass | New subcategory 2: success","0.789","0.156","0.723","0.296","","","","","","","","","","",""
"2","Pass","Pass 288","70:46","70:52","70:56","4246653","4256653","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.727","0.296","0.642","0.296","","","","","","","","","","",""
"2","Pass","Pass 289","70:49","70:55","70:59","4249593","4259593","#37 Rajamäki N.","","Outcome: Pass | New subcategory 2: success","0.628","0.244","0.680","0.096","","","","","","","","","","",""
"2","Pass","Pass 290","70:51","70:57","71:01","4251493","4261493","#15 laine S.","","Outcome: Pass | New subcategory 2: success","0.680","0.074","0.784","0.148","","","","","","","","","","",""
"2","Pass","Pass 291","70:54","71:00","71:04","4254973","4264973","#8 O. Adawi","","Outcome: Pass | New subcategory 2: failed","0.780","0.111","0.315","0.044","","","","","","","","","","",""
"2","Aerial","Aerial 023","70:56","71:02","71:06","4256593","4266593","#24 Asikainen E.","","New subcategory 1: Defensive | New subcategory 2: Success","0.652","0.259","","","","","","","","","","","","",""
"2","Pass","Pass 292","70:57","71:03","71:07","4257853","4267853","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.571","0.244","0.457","0.252","","","","","","","","","","",""
"2","Pass","Pass 293","71:01","71:07","71:11","4261493","4271493","#37 Rajamäki N.","","New subcategory 2: success | Outcome: assist","0.405","0.207","0.225","0.178","","","","","","","","","","",""
"2","Progressive run","Progressive run 007","70:58","71:08","71:18","4258063","4278063","#15 laine S.","","","0.249","0.230","0.097","0.267","","","","","","","","","","",""
"2","Shot","Shot 017","71:02","71:09","71:14","4262113","4274113","#15 laine S.","","New subcategory 1: goal | New subcategory 2: open ","0.078","0.311","0.000","0.630","","","","","","","","","","",""
"2","pressing","pressing 059","71:49","71:59","72:09","4309468","4329468","#9 Pinomaa A.","","","0.509","0.326","0.462","0.348","","","","","","","","","","",""
"2","pressing","pressing 060","71:52","72:02","72:12","4312628","4332628","#10 Talvitie E.","","","0.500","0.637","0.438","0.615","","","","","","","","","","",""
"2","Aerial","Aerial 024","72:11","72:17","72:21","4331248","4341248","#19 Gebala M.","","New subcategory 1: Defensive | New subcategory 2: Success","0.415","0.881","","","","","","","","","","","","",""
"2","Pass","Pass 294","72:12","72:18","72:22","4332388","4342388","#19 Gebala M.","","Outcome: Pass | New subcategory 2: success","0.419","0.881","0.263","0.889","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 024","72:14","72:20","72:24","4334328","4344328","#29 Haapalainen R.","","","0.273","0.889","","","","","","","","","","","","",""
"2","P/A","P/A 051","72:23","72:33","72:43","4343368","4363368","","","Outcome: Failure | : throw-in","0.453","0.985","0.633","0.919","","","","","","","","","","",""
"2","extraction ","extraction  069","72:24","72:34","72:44","4344288","4364288","#40 Puhakainen L.","","Outcome: interception","0.690","0.941","","","","","","","","","","","","",""
"2","Ground","Ground 018","72:28","72:34","72:38","4348648","4358648","#40 Puhakainen L.","","New subcategory 1: Defensive | New subcategory 2: Success","0.690","0.956","","","","","","","","","","","","",""
"2","P/A","P/A 052","72:45","72:55","73:05","4365408","4385408","","",": throw-in | Outcome: Failure","0.718","0.993","0.822","0.881","","","","","","","","","","",""
"2","extraction ","extraction  070","72:46","72:56","73:06","4366128","4386128","#24 Asikainen E.","","Outcome: clearance","0.893","0.874","","","","","","","","","","","","",""
"2","extraction ","extraction  071","72:50","73:00","73:10","4370268","4390268","#8 O. Adawi","","Outcome: clearance","0.827","0.852","","","","","","","","","","","","",""
"2","Pass","Pass 295","73:13","73:19","73:23","4393188","4403188","#8 O. Adawi","","Outcome: Free kick | New subcategory 2: success","0.723","0.933","0.808","0.793","","","","","","","","","","",""
"2","Pass","Pass 296","73:15","73:21","73:25","4395688","4405688","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.794","0.778","0.884","0.585","","","","","","","","","","",""
"2","Pass","Pass 297","73:20","73:26","73:30","4400028","4410028","#30 Lehtinen Lassi","","Outcome: progressive  | New subcategory 2: success","0.803","0.467","0.590","0.244","","","","","","","","","","",""
"2","Pass","Pass 298","73:24","73:30","73:34","4404248","4414248","#37 Rajamäki N.","","Outcome: Through pass | New subcategory 2: success","0.590","0.163","0.396","0.111","","","","","","","","","","",""
"2","Pass","Pass 299","73:26","73:32","73:36","4406728","4416728","#15 laine S.","","Outcome: Cross | New subcategory 2: success","0.220","0.074","0.107","0.422","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 025","73:27","73:33","73:37","4407968","4417968","#9 Pinomaa A.","","","0.097","0.430","","","","","","","","","","","","",""
"2","Pass","Pass 300","73:47","73:53","73:57","4427108","4437108","#19 Gebala M.","","Outcome: Throw-in | New subcategory 2: success","0.201","0.993","0.201","0.837","","","","","","","","","","",""
"2","Pass","Pass 301","73:51","73:57","74:01","4431728","4441728","#10 Talvitie E.","","Outcome: Pass | New subcategory 2: success","0.230","0.970","0.329","0.911","","","","","","","","","","",""
"2","Pass","Pass 302","73:55","74:01","74:05","4435868","4445868","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: failed","0.249","0.948","0.145","0.926","","","","","","","","","","",""
"2","extraction ","extraction  072","74:01","74:11","74:21","4441048","4461048","#4 Paappanen E.","","Outcome: recovery","0.746","0.763","","","","","","","","","","","","",""
"2","Pass","Pass 303","74:06","74:12","74:16","4446068","4456068","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.727","0.785","0.851","0.689","","","","","","","","","","",""
"2","extraction ","extraction  073","74:06","74:16","74:26","4446528","4466528","#30 Lehtinen Lassi","","Outcome: clearance","0.855","0.674","","","","","","","","","","","","",""
"2","extraction ","extraction  074","74:08","74:18","74:28","4448048","4468048","#40 Puhakainen L.","","Outcome: clearance","0.723","0.719","","","","","","","","","","","","",""
"2","Aerial","Aerial 025","74:12","74:18","74:22","4452388","4462388","#8 O. Adawi","","New subcategory 1: Defensive | New subcategory 2: Failure","0.652","0.696","","","","","","","","","","","","",""
"2","Pass","Pass 304","74:28","74:34","74:38","4468488","4478488","#8 O. Adawi","","Outcome: Free kick | New subcategory 2: success","0.656","0.111","0.789","0.237","","","","","","","","","","",""
"2","Pass","Pass 305","74:36","74:42","74:46","4476568","4486568","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.784","0.370","0.709","0.163","","","","","","","","","","",""
"2","Pass","Pass 306","74:39","74:45","74:49","4479788","4489788","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.699","0.163","0.732","0.378","","","","","","","","","","",""
"2","Pass","Pass 307","74:40","74:46","74:50","4480888","4490888","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.656","0.252","0.453","0.096","","","","","","","","","","",""
"2","Pass","Pass 308","74:46","74:52","74:56","4486428","4496428","#15 laine S.","","Outcome: Cross | New subcategory 2: success","0.344","0.104","0.230","0.526","","","","","","","","","","",""
"2","Pass","Pass 309","74:47","74:53","74:57","4487588","4497588","#29 Haapalainen R.","","Outcome: Pass | New subcategory 2: success","0.235","0.533","0.211","0.807","","","","","","","","","","",""
